#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2032-03-30,15.7514,16273587.96,13602848.75,61188315.66,0.0,21014169.08,55149659.4
Total,2032-06-29,16,14887384.75,12766200.32,56495427.1,0.0,19326080.55,55158890.33
Total,2032-09-29,16.2514,14927266.31,12671941.68,57333993.83,0.0,19481742.19,55158890.33
Total,2032-12-29,16.5,14296251.88,12145870.59,55008929.28,0.0,18757135.37,55164694.43
Total,2033-03-29,16.7466,14255758.21,12001868.25,54895964.21,0.0,18802097.37,55164694.43
Total,2033-06-29,16.9986,12966907.2,11293886.32,49852022.26,0.0,17193896.09,55165470.3
Total,2033-09-29,17.2507,12889220.24,11126328.06,50618905.24,0.0,17182511.32,55166343.05
Total,2033-12-29,17.5,12206169.6,10605188.76,47684170.5,0.0,16358223.43,55171904.65
Total,2034-03-29,17.7466,12186582.91,10505298.29,47872570.82,0.0,16417632.12,55171904.65
Total,2034-06-29,17.9986,10865326.97,9711731.1,43206089.62,0.0,14716117.29,55172376.54
Total,2034-09-29,18.2507,10926331.72,9651866.86,42988412.86,0.0,14878077.38,55172995.53
Total,2034-12-29,18.5,10303520.19,9177909.9,40655116.31,0.0,14104417.15,55180642.94
Total,2035-03-29,18.7466,10269714.47,9060416.0,40840015.28,0.0,14131857.56,55180642.94
Total,2035-06-29,18.9986,8989880.59,8311308.64,36655106.46,0.0,12437036.39,55182183.96
Total,2035-10-01,19.2561,8997381.34,8269535.82,36718818.73,0.0,12515597.29,55182183.96
Total,2035-12-31,19.5055,8394270.59,7735140.62,33834989.81,0.0,11738569.34,55182183.96
Total,2036-03-31,19.7541,8361830.03,7605722.17,33690020.24,0.0,11755211.87,55182309.25
Total,2036-06-30,20.0027,7241987.81,6919346.56,29315974.22,0.0,10234899.9,55185688.54
