#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2022-01-31,5.75432,35680779.25,29698881.24,106223251.46,0.0,38624416.08,52220183.65
Total,2022-04-29,5.99542,35952332.52,29813901.76,108627952.0,0.0,39103014.55,52284299.17
Total,2022-07-29,6.24473,34301499.18,28698277.13,104661423.95,0.0,37503251.66,52510595.85
Total,2022-10-31,6.50227,34508205.32,28742731.68,105729531.5,0.0,37934490.76,52587629.53
Total,2023-01-31,6.75432,33853116.36,28175936.35,104894850.48,0.0,37412484.77,52678751.31
Total,2023-04-28,6.99268,33937312.7,28136961.08,105466583.55,0.0,37694334.34,52740395.79
Total,2023-07-31,7.25021,32396731.76,27164342.93,102373981.71,0.0,36186482.25,52928454.79
Total,2023-10-31,7.50227,32525546.91,27213485.21,103049900.45,0.0,36531742.99,52996563.48
Total,2024-01-31,7.7541,31770263.77,26527599.01,100384534.94,0.0,35881201.18,53048230.02
Total,2024-04-30,8,31826086.51,26536372.24,100271811.88,0.0,36139133.85,53084957.74
Total,2024-07-31,8.25137,30307088.67,25581754.59,96464065.33,0.0,34615688.59,53185741.93
Total,2024-10-31,8.50273,30347803.39,25510215.37,98278283.47,0.0,34865827.59,53215496.7
Total,2025-01-31,8.75432,29594811.76,24835372.31,95535456.33,0.0,34200445.56,53242803.33
Total,2025-04-30,8.99816,29773381.03,24889478.93,98148702.57,0.0,34602290.5,53293561.33
Total,2025-07-31,9.25021,28288515.8,23905365.95,94749661.27,0.0,33076655.85,53384133.05
Total,2025-10-31,9.50227,28358159.94,23874067.98,94694900.04,0.0,33360219.32,53422276.25
Total,2026-01-30,9.75158,27535655.96,23102243.19,92647453.65,0.0,32587979.63,53447868.45
Total,2026-04-30,9.99816,27616099.55,23077098.78,92678115.2,0.0,32878071.46,53481389.75
Total,2026-07-31,10.2502,26015998.38,22035786.97,87365552.89,0.0,31172108.04,53515983.6
Total,2026-10-30,10.4995,26088233.37,21948622.7,87304764.2,0.0,31457741.48,53534402.07
Total,2027-01-29,10.7488,25251390.62,21192272.54,84911610.66,0.0,30642595.34,53550002.65
Total,2027-04-30,10.9982,25238332.05,21036666.72,85559644.41,0.0,30821821.01,53556726.18
Total,2027-07-30,11.2475,23841850.63,20324629.26,82045336.39,0.0,29301858.24,53587060.3
Total,2027-10-29,11.4968,23874229.72,20167086.9,81189518.48,0.0,29528544.77,53608207.27
Total,2028-01-31,11.7541,23099507.38,19465641.55,78835918.9,0.0,28758341.56,53616934.27
Total,2028-04-28,11.9945,23063629.76,19268755.63,79624399.74,0.0,28890481.21,53621996.07
Total,2028-07-31,12.2514,21588055.65,18612409.72,76698141.76,0.0,27222671.15,53631029.88
Total,2028-10-31,12.5027,21773539.45,18558140.24,77933306.1,0.0,27636131.59,53646174.73
Total,2029-01-31,12.7543,20913173.04,17739316.42,75409705.99,0.0,26717699.53,53655845.54
Total,2029-04-30,12.9982,20898911.95,17545625.18,74328784.08,0.0,26868373.19,53666366.67
Total,2029-07-31,13.2502,19457309.11,16881213.89,69337848.52,0.0,25178598.27,53679024.21
Total,2029-10-31,13.5023,19490141.87,16740037.05,69765720.27,0.0,25386024.29,53684509.95
Total,2030-01-31,13.7543,18700211.47,16026940.94,67731762.3,0.0,24516408.12,53693727.53
Total,2030-04-30,13.9982,18661360.67,15856926.42,67653103.06,0.0,24620243.65,53700625.12
Total,2030-07-31,14.2502,17371558.03,15073953.02,63088800.0,0.0,23068476.93,53710562.92
Total,2030-10-31,14.5023,17283640.62,14845848.48,62673527.56,0.0,23101813.57,53716233.01
Total,2031-01-31,14.7543,16723986.25,14318554.76,60864327.44,0.0,22499964.76,53723490.15
Total,2031-04-30,14.9982,16695679.33,14154420.89,60261015.51,0.0,22603971.02,53726396.59
Total,2031-07-31,15.2502,15401574.18,13374502.29,55595120.64,0.0,20989585.75,53734000.34
Total,2031-10-31,15.5023,15405253.85,13256046.48,55813074.69,0.0,21133314.07,53741422.82
Total,2032-01-30,15.7514,14675746.36,12581673.69,53826417.55,0.0,20264115.62,53747136.42
Total,2032-04-30,16,14646570.06,12438175.61,53484642.17,0.0,20355992.43,53750132.48
Total,2032-07-30,16.2486,13523087.62,11771066.22,50702904.45,0.0,18917368.69,53758989.78
Total,2032-10-29,16.4973,13499959.1,11644867.71,51038111.35,0.0,19008423.41,53758989.78
Total,2033-01-31,16.7543,12897811.34,11093893.75,48827672.13,0.0,18283183.68,53764088.18
Total,2033-04-29,16.9954,12927623.83,11016808.79,47989008.5,0.0,18441235.04,53765394.88
Total,2033-07-29,17.2447,11726219.58,10337434.97,44978412.45,0.0,16836740.04,53766325.24
Total,2033-10-31,17.5023,11676736.81,10188329.4,44408685.04,0.0,16878874.89,53766325.24
Total,2034-01-31,17.7543,11064233.79,9706608.2,42817210.53,0.0,16099163.21,53773013.22
Total,2034-04-28,17.9927,10976528.47,9539512.97,42359774.53,0.0,16071316.09,53774843.6
Total,2034-07-31,18.2502,9975344.93,8965790.65,38745219.22,0.0,14704029.06,53775986.11
Total,2034-10-31,18.5023,9957694.44,8861979.99,38738523.14,0.0,14774986.33,53778179.07
Total,2035-01-31,18.7543,9358390.1,8356775.87,36509240.05,0.0,13977499.67,53786736.67
Total,2035-04-30,18.9982,9294783.02,8234124.11,36985349.5,0.0,13971212.01,53790527.6
Total,2035-07-31,19.2502,8262258.03,7684104.55,33642475.81,0.0,12501249.93,53792148.78
Total,2035-10-31,19.5023,8083763.19,7420985.61,32484882.16,0.0,12311987.88,53792320.1
Total,2036-01-31,19.7541,7621350.01,6960858.49,30772603.49,0.0,11684397.34,53793392.93
Total,2036-04-30,20,7642597.85,6885113.78,30538833.92,0.0,11792693.1,53799377.97
