#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2025-03-28,8.74655,31762000.55,25553860.25,105261146.92,0.0,35503141.93,54032687.61
Total,2025-06-30,9.00408,30257698.2,24579418.06,104100593.39,0.0,33982497.84,54128150.33
Total,2025-09-29,9.25339,30367287.96,24591096.39,104616117.32,0.0,34271629.85,54150424.01
Total,2025-12-29,9.50271,29604625.57,23925379.92,101704188.79,0.0,33573574.93,54175869.54
Total,2026-03-30,9.75202,29700699.96,23928290.71,102501112.05,0.0,33846521.14,54203902.94
Total,2026-06-29,10.0013,28087448.64,22912859.3,98175941.05,0.0,32163908.63,54267293.44
Total,2026-09-28,10.2507,28067805.66,22759386.84,97281987.88,0.0,32304943.67,54279819.74
Total,2026-12-29,10.5027,27329989.18,22139206.29,94121732.07,0.0,31617628.36,54285679.75
Total,2027-03-30,10.752,27363679.19,22061370.73,94781184.52,0.0,31817724.29,54300830.93
Total,2027-06-28,10.9986,25646850.48,21083196.51,90592283.09,0.0,29971581.32,54317334.05
Total,2027-09-28,11.2507,25853081.01,21102829.05,91889196.2,0.0,30368071.39,54340348.05
Total,2027-12-29,11.5027,25061061.34,20463383.29,87928124.37,0.0,29589233.39,54348016.0
Total,2028-03-28,11.7486,25117144.89,20345367.67,88520799.55,0.0,29804737.03,54358607.41
Total,2028-06-28,12,23398031.93,19498083.35,84576063.55,0.0,27907662.4,54362662.35
Total,2028-09-28,12.2514,23451425.09,19427809.88,86273021.73,0.0,28120964.07,54373987.88
Total,2028-12-28,12.5,22904794.32,18889263.52,85180992.15,0.0,27610919.13,54398261.48
Total,2029-03-28,12.7465,22813391.64,18684983.6,84439793.8,0.0,27644769.8,54406234.27
Total,2029-06-28,12.9986,21204304.31,17903185.7,78428842.16,0.0,25832459.39,54419779.47
Total,2029-09-28,13.2507,21222474.71,17773775.04,78250467.61,0.0,25993014.29,54426920.94
Total,2029-12-28,13.5,20498869.49,17168557.46,76304385.1,0.0,25239707.37,54440928.62
Total,2030-03-28,13.7465,20459610.61,17008258.49,76783858.71,0.0,25323299.46,54444699.16
Total,2030-06-28,13.9986,19002027.81,16126833.55,71904656.0,0.0,23645116.78,54451268.59
Total,2030-09-30,14.2561,18977268.27,15983881.89,71615030.52,0.0,23743498.32,54456700.8
Total,2030-12-30,14.5054,18195802.04,15279436.46,68605944.69,0.0,22886311.05,54464373.6
Total,2031-03-28,14.7465,18291572.94,15256960.51,68948846.17,0.0,23124556.27,54464930.94
Total,2031-06-30,15.0041,16899373.19,14397335.38,63897390.41,0.0,21481392.21,54470473.33
Total,2031-09-29,15.2534,16838410.15,14244594.61,63206441.7,0.0,21518947.61,54479384.04
Total,2031-12-29,15.5027,16214889.11,13703356.4,60782674.35,0.0,20833521.67,54485292.24
Total,2032-03-30,15.7541,16076488.57,13467804.58,60512876.31,0.0,20767956.33,54485292.24
Total,2032-06-28,16,14714342.84,12646442.53,56018606.9,0.0,19109357.85,54494303.54
Total,2032-09-28,16.2514,14761462.98,12557041.94,56963387.91,0.0,19274744.69,54494303.54
Total,2032-12-29,16.5027,14134917.59,12036589.65,54799544.46,0.0,18556945.14,54500000.24
Total,2033-03-28,16.7465,14091872.83,11887368.78,54723520.25,0.0,18597694.4,54500000.24
Total,2033-06-28,16.9986,12834919.72,11201301.12,49729628.07,0.0,17030898.63,54501691.61
Total,2033-09-28,17.2507,12748074.96,11024832.89,50324855.89,0.0,17007590.9,54502791.24
Total,2033-12-28,17.5,12071184.88,10507596.71,47287884.12,0.0,16191114.42,54508093.64
Total,2034-03-28,17.7465,12054795.54,10411309.06,47809478.66,0.0,16255091.97,54508093.64
Total,2034-06-28,17.9986,10744479.91,9626479.05,42971548.34,0.0,14566958.16,54508550.93
Total,2034-09-28,18.2507,10808867.06,9567682.76,42961322.65,0.0,14733899.69,54508704.63
Total,2034-12-28,18.5,10192826.25,9096096.03,40421844.74,0.0,13968844.49,54516345.06
Total,2035-03-28,18.7465,10152770.55,8971389.13,40742095.87,0.0,13987921.97,54516345.06
Total,2035-06-28,18.9986,8882074.86,8224260.93,36481088.75,0.0,12303737.45,54517950.62
Total,2035-09-28,19.2507,8889166.01,8180950.67,36598276.57,0.0,12380483.69,54517950.62
Total,2035-12-28,19.5,8279281.32,7641304.64,33926870.25,0.0,11593044.12,54517950.62
Total,2036-03-28,19.7486,8249148.73,7511975.87,33687040.67,0.0,11612949.66,54518012.81
Total,2036-06-30,20.0055,7150528.61,6838826.43,29184322.92,0.0,10122238.56,54521476.51
