#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2022-03-28,5.74928,38330380.39,30304207.79,116285654.77,0.0,40673165.43,53256406.56
Total,2022-06-27,5.99859,36674006.79,29207334.01,114756048.16,0.0,39061835.37,53512754.28
Total,2022-09-27,6.25065,36818075.49,29240103.52,115194365.05,0.0,39376028.08,53577789.42
Total,2022-12-28,6.5027,36129640.01,28706937.76,114189297.24,0.0,38798373.89,53673686.87
Total,2023-03-27,6.74654,36421520.71,28870434.84,115828654.64,0.0,39267135.54,53731705.35
Total,2023-06-27,6.99859,34625277.59,27759745.06,112233257.6,0.0,37483822.79,53940701.27
Total,2023-09-27,7.25065,34780972.14,27835567.57,113270110.05,0.0,37821589.7,53987824.51
Total,2023-12-27,7.49996,34097970.87,27269929.96,110884429.43,0.0,37244026.97,54032789.11
Total,2024-03-27,7.74863,34214932.44,27336778.13,110776233.24,0.0,37538251.71,54076765.01
Total,2024-06-27,8,32450300.41,26243040.19,107114329.9,0.0,35762546.08,54181546.23
Total,2024-09-27,8.25137,32637446.26,26316775.92,107213515.3,0.0,36139121.26,54226122.33
Total,2024-12-27,8.5,31817437.71,25657156.21,106647419.64,0.0,35396216.83,54247084.51
Total,2025-03-27,8.74654,31966566.63,25689158.03,106288681.61,0.0,35726971.67,54258530.71
Total,2025-06-27,8.99859,30457290.76,24708687.14,104969616.98,0.0,34201458.75,54352272.15
Total,2025-09-29,9.25613,30576188.66,24728610.41,105670456.51,0.0,34509370.87,54378448.33
Total,2025-12-29,9.50544,29809801.95,24061323.53,102969517.12,0.0,33810146.8,54404992.81
Total,2026-03-27,9.74654,29895990.97,24054838.2,103332768.58,0.0,34069380.55,54431887.31
Total,2026-06-29,10.0041,28291077.35,23046926.03,98992949.92,0.0,32404465.06,54496134.2
Total,2026-09-28,10.2534,28272186.92,22894367.7,98105029.14,0.0,32551465.72,54509190.4
Total,2026-12-29,10.5054,27534215.53,22278304.65,95133124.13,0.0,31868729.16,54515510.06
Total,2027-03-30,10.7548,27566161.25,22199418.63,95638847.07,0.0,32071861.76,54531159.87
Total,2027-06-28,11.0013,25836747.43,21212793.15,91680513.0,0.0,30214592.41,54548270.6
Total,2027-09-27,11.2506,26042183.05,21231614.94,92779411.17,0.0,30613444.68,54572736.5
Total,2027-12-29,11.5054,25242864.55,20590658.67,88966646.52,0.0,29831766.04,54581273.93
Total,2028-03-27,11.7486,25296372.59,20468962.71,89556448.43,0.0,30047257.16,54591547.18
Total,2028-06-27,12,23566768.43,19615070.16,85531275.12,0.0,28140210.6,54595410.23
Total,2028-09-27,12.2514,23616461.25,19542264.85,87082064.64,0.0,28353006.09,54607060.72
Total,2028-12-27,12.5,23067523.34,19003345.52,86303066.86,0.0,27843128.84,54631552.91
Total,2029-03-27,12.7465,22971489.47,18796107.54,85452214.91,0.0,27874917.08,54639300.52
Total,2029-06-27,12.9986,21358325.74,18012391.39,79287760.75,0.0,26058542.16,54653578.42
Total,2029-09-27,13.2506,21374342.41,17882617.15,79067726.5,0.0,26220095.63,54661094.16
Total,2029-12-27,13.5,20645702.58,17275001.28,77334981.55,0.0,25462684.64,54675318.95
Total,2030-03-27,13.7465,20602615.2,17111339.03,77596298.58,0.0,25544904.98,54678978.79
Total,2030-06-27,13.9986,19137604.75,16226294.47,72711575.95,0.0,23857676.23,54685854.89
Total,2030-09-27,14.2506,19110528.39,16079726.71,72543134.6,0.0,23953643.65,54692046.72
Total,2030-12-27,14.5,18315536.98,15365838.86,69310634.96,0.0,23080835.57,54699678.09
Total,2031-03-27,14.7465,18421856.78,15351760.59,69603784.46,0.0,23338465.43,54700242.45
Total,2031-06-27,14.9986,17024966.95,14489440.99,64645103.9,0.0,21686227.95,54706364.44
Total,2031-09-29,15.2561,16962870.49,14337205.26,63916276.88,0.0,21728639.11,54715465.44
Total,2031-12-29,15.5054,16334278.22,13794017.22,61609011.93,0.0,21037401.08,54721494.64
Total,2032-03-30,15.7568,16186337.06,13549304.63,61226316.92,0.0,20961644.55,54721589.36
Total,2032-06-28,16.0027,14821700.8,12725921.04,56691065.77,0.0,19297808.99,54731263.87
Total,2032-09-27,16.2514,14874568.59,12641513.64,57634666.77,0.0,19472111.16,54731263.87
Total,2032-12-29,16.5055,14244651.92,12120634.65,55515288.15,0.0,18751289.2,54736964.87
Total,2033-03-28,16.7493,14201143.38,11970464.09,55446327.16,0.0,18793579.5,54736964.87
Total,2033-06-27,16.9986,12939185.94,11280760.12,50438021.05,0.0,17216783.7,54738576.88
Total,2033-09-27,17.2506,12846092.43,11098488.3,50873904.05,0.0,17187042.92,54739709.74
Total,2033-12-28,17.5027,12164222.41,10578659.0,47993081.29,0.0,16364352.61,54745027.74
Total,2034-03-27,17.7465,12146660.37,10481301.97,48269521.57,0.0,16427762.44,54745027.74
Total,2034-06-27,17.9986,10830944.52,9693900.44,43475381.43,0.0,14728982.07,54745484.74
Total,2034-09-27,18.2506,10903138.66,9639414.66,43583399.55,0.0,14908794.74,54745713.36
Total,2034-12-27,18.5,10278812.13,9164004.33,40836144.8,0.0,14131643.84,54753292.92
Total,2035-03-27,18.7465,10234109.92,9035048.47,41148735.55,0.0,14145972.46,54753292.92
Total,2035-06-27,18.9986,8954123.84,8283046.57,36920712.62,0.0,12444873.15,54754896.65
Total,2035-09-27,19.2506,8959356.68,8240125.12,37091766.95,0.0,12520722.74,54754896.65
Total,2035-12-27,19.5,8333187.71,7686528.76,34091966.76,0.0,11709064.36,54754896.65
Total,2036-03-27,19.7486,8303936.5,7556516.4,33932862.73,0.0,11731508.17,54755044.16
Total,2036-06-27,20,7204062.06,6883707.18,29642916.84,0.0,10233686.62,54758527.77
