#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2033-07-06,16.9987,13027839.23,11382301.26,50474237.28,0.0,17130338.83,55770942.71
Total,2033-10-06,17.2507,12949600.3,11215716.72,51145087.59,0.0,17116978.89,55771697.77
Total,2034-01-06,17.5028,12266944.34,10695869.5,48482051.76,0.0,16299880.39,55777670.07
Total,2034-04-06,17.7493,12251569.15,10601636.44,48471306.83,0.0,16363166.01,55777670.07
Total,2034-07-06,17.9987,10916700.08,9796106.92,43786745.17,0.0,14656139.46,55778142.54
Total,2034-10-06,18.2507,10978846.54,9736942.21,43577656.73,0.0,14817057.28,55778884.07
Total,2035-01-08,18.5082,10360820.32,9269601.68,41313240.83,0.0,14058088.23,55786771.97
Total,2035-04-06,18.7493,10328424.84,9153722.69,41251394.2,0.0,14084592.43,55786771.97
Total,2035-07-06,18.9987,9029471.7,8388460.09,37110041.5,0.0,12377276.11,55788417.62
Total,2035-10-09,19.2589,9041232.03,8350848.6,37037955.08,0.0,12460681.6,55788417.62
Total,2036-01-07,19.5055,8440628.24,7820162.11,34204274.62,0.0,11692750.17,55788417.62
Total,2036-04-07,19.7541,8409223.2,7692399.31,34254069.1,0.0,11709819.96,55788417.62
Total,2036-07-07,20.0027,7270005.4,6990526.5,29641707.94,0.0,10176104.67,55791892.65
