#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2021-04-30,5.49589,35828002.18,31101147.09,102294599.0,0.0,39116940.13,49490494.35
Total,2021-07-30,5.74521,34244731.37,30058705.36,98907233.15,0.0,37609822.86,49675144.92
Total,2021-10-29,5.99452,34469986.86,30087649.45,100689367.4,0.0,38081506.79,49763343.63
Total,2022-01-31,6.25205,33792916.44,29380508.89,98911558.1,0.0,37584474.82,49861725.14
Total,2022-04-29,6.49315,33959111.33,29349410.85,99353964.91,0.0,38008446.24,49932376.58
Total,2022-07-29,6.74247,32589788.49,28437966.75,97786813.93,0.0,36714674.84,50181659.02
Total,2022-10-31,7,32714349.75,28379510.43,98698551.1,0.0,37104271.61,50278050.36
Total,2023-01-31,7.25205,31964085.83,27605818.03,96324663.81,0.0,36430008.96,50334076.68
Total,2023-04-28,7.49041,32104285.3,27569133.19,97039948.35,0.0,36755652.29,50405010.8
Total,2023-07-31,7.74795,30747030.17,26705594.16,94229593.18,0.0,35374190.48,50538029.82
Total,2023-10-31,8,30803218.13,26712143.63,93897199.49,0.0,35608756.59,50600804.03
Total,2024-01-31,8.25183,30104612.34,25981530.25,91611360.98,0.0,35039498.49,50655728.45
Total,2024-04-30,8.49773,30112086.35,25891486.98,93049463.49,0.0,35287927.62,50680776.7
Total,2024-07-31,8.7491,28700280.39,24984241.44,89649349.54,0.0,33868626.95,50761194.62
Total,2024-10-31,9.00046,28861513.63,25017675.46,92221817.2,0.0,34297050.94,50826209.22
Total,2025-01-31,9.25205,28065697.86,24283252.11,90317438.27,0.0,33603072.7,50877643.23
Total,2025-04-30,9.49589,28117125.33,24224511.57,90362519.46,0.0,33911210.29,50920907.13
Total,2025-07-31,9.74795,26714966.58,23286447.28,87243504.05,0.0,32464078.65,50989237.87
Total,2025-10-31,10,26790513.86,23240793.37,87527283.59,0.0,32802415.73,51022516.06
Total,2026-01-30,10.2493,25875291.01,22319069.75,84343826.43,0.0,31940061.52,51059164.38
Total,2026-04-30,10.4959,25928961.46,22235186.91,84288289.8,0.0,32265286.31,51082491.71
Total,2026-07-31,10.7479,24484674.14,21317581.79,80449089.99,0.0,30720082.81,51130175.85
Total,2026-10-30,10.9973,24469998.7,21140214.56,81262801.1,0.0,30952855.36,51149336.43
Total,2027-01-29,11.2466,23742682.15,20448085.77,78853680.41,0.0,30278571.09,51189698.24
Total,2027-04-30,11.4959,23754954.32,20306811.31,78743461.29,0.0,30542082.75,51223346.33
Total,2027-07-30,11.7452,22322084.33,19538345.31,74959397.96,0.0,28934631.33,51263461.93
Total,2027-10-29,11.9945,22297118.97,19319814.53,75445598.92,0.0,29138725.5,51284001.73
Total,2028-01-31,12.2518,21553360.57,18653848.01,74781007.44,0.0,28382042.32,51291958.92
Total,2028-04-28,12.4923,21726098.83,18579297.78,75617434.29,0.0,28812705.13,51341248.25
Total,2028-07-31,12.7491,20219234.67,17833857.46,70828697.02,0.0,27017793.9,51344834.54
Total,2028-10-31,13.0005,20192509.24,17605127.06,69831556.11,0.0,27182450.84,51349905.83
Total,2029-01-31,13.2521,19459405.7,16834319.05,67455135.32,0.0,26390101.41,51356788.23
Total,2029-04-30,13.4959,19503961.84,16677850.0,67676830.71,0.0,26640526.8,51363985.51
Total,2029-07-31,13.7479,18125032.47,16030664.56,63908308.28,0.0,24940886.14,51379372.39
Total,2029-10-31,14,18086486.33,15839845.27,63478133.38,0.0,25072653.05,51388717.55
Total,2030-01-31,14.2521,17367058.33,15164190.07,60769200.71,0.0,24254112.19,51404737.39
Total,2030-04-30,14.4959,17307712.79,14953183.48,61180309.75,0.0,24344853.32,51411622.99
Total,2030-07-31,14.7479,16227869.79,14330455.72,57794555.55,0.0,22995459.27,51423473.99
Total,2030-10-31,15,16198088.92,14133986.92,57174850.26,0.0,23123704.24,51437194.35
Total,2031-01-31,15.2521,15512408.45,13494029.51,54522574.11,0.0,22244655.48,51443981.77
Total,2031-04-30,15.4959,15512407.62,13386169.5,54848467.89,0.0,22338752.96,51451159.25
Total,2031-07-31,15.7479,14270490.55,12624331.46,51493131.39,0.0,20640204.29,51451159.25
Total,2031-10-31,16,14243336.79,12492351.86,51019269.9,0.0,20691028.27,51457253.03
Total,2032-01-30,16.2491,13720352.27,11983830.99,49807449.85,0.0,20017505.53,51461959.13
Total,2032-04-30,16.4977,13705074.22,11873210.27,50004657.15,0.0,20081713.14,51463049.53
Total,2032-07-30,16.7464,12605480.51,11234519.17,46083751.64,0.0,18550407.65,51464295.43
Total,2032-10-29,16.995,12604361.68,11133724.26,45680570.25,0.0,18628997.22,51467227.23
Total,2033-01-31,17.2521,12011001.93,10588330.29,44474471.41,0.0,17831358.69,51470731.63
Total,2033-04-29,17.4932,11967377.56,10457367.7,43992967.66,0.0,17840904.65,51474305.23
Total,2033-07-29,17.7425,10921999.18,9896423.21,41069582.26,0.0,16352896.26,51474305.23
Total,2033-10-31,18,10821725.91,9720665.11,40359667.02,0.0,16275181.56,51474305.23
Total,2034-01-31,18.2521,10337019.96,9307201.26,38372954.02,0.0,15614199.84,51480784.53
Total,2034-04-28,18.4904,10316167.07,9209180.02,38644949.42,0.0,15647139.62,51484375.73
Total,2034-07-31,18.7479,9318722.26,8627348.03,35284694.16,0.0,14197423.68,51484454.24
Total,2034-10-31,19,9235187.67,8491064.06,35440898.76,0.0,14131688.3,51484454.24
Total,2035-01-31,19.2521,8734514.72,8106566.4,33716170.76,0.0,13424008.44,51493977.54
Total,2035-04-30,19.4959,8577138.94,7888796.88,32420941.89,0.0,13237912.77,51495916.34
Total,2035-07-31,19.7479,7618479.71,7304575.81,29369247.72,0.0,11809744.04,51496606.28
Total,2035-10-31,20,7585054.05,7208476.81,29202193.44,0.0,11809348.68,51497925.77
