#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2025-11-28,9.49428,28580720.28,23875555.01,95996014.45,0.0,33533273.25,53685741.17
Total,2026-02-27,9.7436,27788608.22,23140416.94,93725533.76,0.0,32788320.68,53710778.87
Total,2026-05-29,9.99291,27877020.41,23122944.92,93899345.11,0.0,33078679.27,53745462.03
Total,2026-08-28,10.2422,26245439.53,22071532.66,88793362.78,0.0,31330167.36,53788020.39
Total,2026-11-30,10.4998,26335780.83,22010043.55,88679630.22,0.0,31634093.65,53809832.16
Total,2027-02-26,10.7409,25516511.12,21279569.81,85966890.23,0.0,30828935.83,53823685.44
Total,2027-05-28,10.9902,25509041.08,21133801.52,86618335.68,0.0,31005980.88,53830914.14
Total,2027-08-31,11.2504,24107799.55,20426158.57,83099355.2,0.0,29487507.67,53864450.54
Total,2027-11-30,11.4998,24149501.41,20285491.24,82574669.67,0.0,29716856.17,53885497.17
Total,2028-02-29,11.7486,23385499.25,19607066.4,80099507.92,0.0,28950451.23,53893672.87
Total,2028-05-31,12,23361814.94,19430035.23,81128737.93,0.0,29097680.11,53899967.03
Total,2028-08-31,12.2514,21853147.33,18753963.87,78092257.38,0.0,27389990.41,53912281.63
Total,2028-11-30,12.5,22049467.61,18713949.75,79063900.65,0.0,27808284.69,53928285.54
Total,2029-02-28,12.7463,21212410.88,17928175.95,76268642.69,0.0,26917498.91,53943783.39
Total,2029-05-31,12.9984,21201710.0,17740884.05,75338357.22,0.0,27073440.77,53955121.44
Total,2029-08-31,13.2504,19732310.37,17058624.67,70627570.45,0.0,25355871.65,53966732.75
Total,2029-11-30,13.4998,19764111.96,16920746.23,71371718.76,0.0,25555016.26,53972629.17
Total,2030-02-28,13.7463,18989222.01,16230339.32,69239147.37,0.0,24704428.19,53983463.52
Total,2030-05-31,13.9984,18952138.39,16065321.66,69182082.97,0.0,24811543.93,53989400.49
Total,2030-08-30,14.2477,17635210.59,15266048.71,64367701.21,0.0,23231346.17,53997526.09
Total,2030-11-29,14.497,17548383.92,15044150.97,64016674.76,0.0,23261041.29,54002729.08
Total,2031-02-28,14.7463,16986646.08,14525045.43,61892269.49,0.0,22656762.18,54010435.5
Total,2031-05-30,14.9957,16959714.08,14363419.74,61579016.31,0.0,22761820.52,54011287.24
Total,2031-08-29,15.245,15656891.06,13573516.37,56817734.92,0.0,21146252.22,54018502.51
Total,2031-11-28,15.4943,15661242.58,13458756.49,57237022.49,0.0,21286034.18,54025316.17
Total,2032-02-27,15.7432,14935645.8,12793104.22,55253757.66,0.0,20428338.52,54030871.02
Total,2032-05-28,15.9918,14905921.22,12654340.96,54598420.84,0.0,20516743.57,54033308.82
Total,2032-08-31,16.2514,13755482.53,11963697.86,51618999.17,0.0,19058417.72,54041502.02
Total,2032-11-30,16.5,13733452.72,11838388.3,52195712.56,0.0,19148343.89,54041502.02
Total,2033-02-28,16.7463,13120183.86,11285609.92,49976382.71,0.0,18407798.17,54046232.82
Total,2033-05-31,16.9984,13142461.76,11205120.47,48764764.2,0.0,18557075.91,54047923.82
Total,2033-08-31,17.2504,11911298.66,10503115.73,45837901.99,0.0,16926329.09,54048706.56
Total,2033-11-30,17.4998,11851183.08,10344872.69,45300449.81,0.0,16947511.96,54048706.56
Total,2034-02-28,17.7463,11235660.93,9866551.81,43500526.92,0.0,16167886.24,54054646.86
Total,2034-05-31,17.9984,11149949.61,9700760.88,42907287.45,0.0,16147237.38,54054646.86
Total,2034-08-31,18.2504,10103439.28,9092862.29,39006872.21,0.0,14725342.26,54055297.97
Total,2034-11-30,18.4998,10082186.8,8985811.91,38995196.2,0.0,14787392.09,54056235.77
Total,2035-02-28,18.7463,9476253.04,8485728.33,37218559.48,0.0,13985689.51,54063855.27
Total,2035-05-31,18.9984,9413612.66,8360524.47,37223983.19,0.0,13982162.83,54064292.67
Total,2035-08-31,19.2504,8347181.96,7779662.52,33586001.89,0.0,12477522.01,54065248.25
Total,2035-11-30,19.4998,8199193.36,7547102.44,32700432.26,0.0,12333903.82,54065248.25
Total,2036-02-29,19.7486,7715295.39,7084843.53,30856166.79,0.0,11679455.54,54065413.45
Total,2036-05-30,19.9973,7710097.24,6992259.9,30323661.23,0.0,11745470.83,54067570.01
