#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2029-12-27,13.5027,20248935.48,17096224.03,74930364.63,0.0,25334931.47,53832551.95
Total,2030-03-26,13.7465,20204192.81,16924772.76,75337201.53,0.0,25420925.29,53836395.95
Total,2030-06-26,13.9986,18774479.77,16057620.69,70703031.95,0.0,23759259.57,53843779.25
Total,2030-09-26,14.2506,18749449.82,15909111.86,70180749.43,0.0,23865371.71,53848669.04
Total,2030-12-27,14.5027,17969467.81,15196646.34,67134426.04,0.0,23005381.18,53856470.74
Total,2031-03-26,14.7465,18067459.89,15169904.45,67733835.95,0.0,23260757.42,53857155.67
Total,2031-06-26,14.9986,16703380.23,14324689.6,62705587.85,0.0,21629478.81,53863628.85
Total,2031-09-26,15.2506,16638809.99,14164133.38,62041498.68,0.0,21673041.99,53872472.36
Total,2031-12-29,15.5082,16022183.2,13621521.28,59777192.47,0.0,20995814.64,53878622.86
Total,2032-03-30,15.7596,15883108.19,13380526.21,59552139.15,0.0,20936515.1,53878749.61
Total,2032-06-28,16.0055,14554243.22,12579381.32,55010393.22,0.0,19295709.51,53888310.55
Total,2032-09-27,16.2541,14597220.21,12482449.46,55876469.97,0.0,19465754.21,53888310.55
Total,2032-12-29,16.5082,13976257.92,11960567.48,54127356.99,0.0,18748976.23,53894197.65
Total,2033-03-28,16.752,13934688.8,11809772.67,53970665.49,0.0,18800021.77,53894197.65
Total,2033-06-27,17.0013,12705505.25,11139786.74,48791762.3,0.0,17241811.97,53895455.05
Total,2033-09-26,17.2506,12614530.46,10956616.32,49553009.74,0.0,17218361.25,53896593.67
Total,2033-12-28,17.5054,11939828.13,10434864.8,46737669.17,0.0,16394738.67,53902127.57
Total,2034-03-27,17.7493,11915849.63,10326505.33,46946986.32,0.0,16455298.2,53902127.57
Total,2034-06-26,17.9986,10632019.78,9555810.42,42265729.5,0.0,14768169.89,53902546.38
Total,2034-09-26,18.2506,10696016.05,9494010.42,42211887.85,0.0,14944819.88,53902594.88
Total,2034-12-27,18.5027,10078990.23,9014384.74,39720785.57,0.0,14165873.82,53910351.16
Total,2035-03-27,18.7493,10035753.43,8885388.12,40022534.74,0.0,14186603.23,53910351.16
Total,2035-06-26,18.9986,8791350.73,8153097.36,35888564.19,0.0,12500118.04,53911698.19
Total,2035-09-26,19.2506,8792990.72,8102978.25,36071650.23,0.0,12576297.95,53911698.19
Total,2035-12-27,19.5027,8178764.47,7551330.34,33132738.61,0.0,11766885.47,53911698.19
Total,2036-03-26,19.7486,8147520.2,7418025.56,32905361.98,0.0,11789670.04,53911698.19
Total,2036-06-26,20,7073768.95,6755376.53,28800963.3,0.0,10296389.42,53914905.26
