#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2033-03-31,17.7507,11525634.84,9920352.88,41717337.55,0.0,19102647.36,50684851.21
Total,2033-06-30,18,10485120.39,9325712.09,38053692.7,0.0,17521170.69,50684851.21
Total,2033-09-30,18.2521,10493427.63,9208902.83,37875431.49,0.0,17681021.76,50688736.7
Total,2033-12-30,18.5014,9935409.84,8748235.18,36336563.69,0.0,16878616.25,50695986.63
Total,2034-03-31,18.7507,9898600.35,8604319.55,36387606.96,0.0,16954539.46,50702013.1
Total,2034-06-30,19,8903257.26,8021202.05,33075175.03,0.0,15375250.31,50702123.11
Total,2034-09-29,19.2493,8896913.73,7945816.25,33322012.17,0.0,15490795.6,50705444.98
Total,2034-12-29,19.4986,8281257.24,7398642.45,30743817.38,0.0,14537562.66,50713879.98
Total,2035-03-30,19.7479,8227258.5,7244332.49,30815333.43,0.0,14561684.82,50716490.06
Total,2035-06-29,19.9973,7307369.76,6692145.42,27352941.81,0.0,13040027.66,50717222.83
