#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2027-06-25,10.9986,25374227.08,21085690.24,89053051.24,0.0,29991596.93,53699274.08
Total,2027-09-27,11.2561,25576173.04,21092545.44,90247219.26,0.0,30403996.5,53727442.18
Total,2027-12-29,11.5109,24781513.09,20439863.7,86672058.08,0.0,29626793.1,53735493.89
Total,2028-03-27,11.7541,24834865.37,20309771.15,86703439.22,0.0,29852024.06,53748878.18
Total,2028-06-26,12.0027,23143147.02,19479974.93,83111069.66,0.0,27973278.28,53752410.48
Total,2028-09-25,12.2514,23196164.31,19401543.29,84880050.18,0.0,28198240.89,53765090.66
Total,2028-12-27,12.5055,22647886.09,18848197.8,83457273.93,0.0,27693354.79,53790655.77
Total,2029-03-26,12.7493,22548128.66,18627159.79,82928797.3,0.0,27726256.85,53799068.13
Total,2029-06-25,12.9986,20967420.8,17862276.35,77088583.96,0.0,25930632.38,53811915.63
Total,2029-09-25,13.2506,20973701.58,17715537.88,77089734.14,0.0,26089023.99,53818841.01
Total,2029-12-27,13.5054,20255335.89,17101904.47,74975869.03,0.0,25343362.97,53833886.94
Total,2030-03-25,13.7465,20209015.08,16928909.58,75326879.98,0.0,25425845.26,53837711.54
Total,2030-06-25,13.9986,18777559.05,16060194.2,70703362.2,0.0,23762059.08,53845138.64
Total,2030-09-25,14.2506,18752397.34,15911421.86,70251033.82,0.0,23868023.99,53850027.84
Total,2030-12-27,14.5054,17971429.26,15198186.56,67090741.1,0.0,23008292.14,53857828.64
Total,2031-03-25,14.7465,18067806.83,15169736.54,67620203.19,0.0,23260153.97,53858468.19
Total,2031-06-25,14.9986,16703745.86,14324573.02,62707612.21,0.0,21628971.26,53864904.42
Total,2031-09-25,15.2506,16639213.24,14164092.61,62028775.26,0.0,21672551.07,53873789.9
Total,2031-12-29,15.5109,16023401.69,13622334.49,59804492.13,0.0,20997783.9,53879940.5
Total,2032-03-25,15.7486,15882254.57,13378657.62,59468143.67,0.0,20929054.32,53880040.7
Total,2032-06-25,16,14556323.15,12580445.01,55014289.91,0.0,19295087.46,53889605.85
Total,2032-09-27,16.2568,14603894.38,12487368.33,55916426.05,0.0,19474989.99,53889605.85
Total,2032-12-29,16.5109,13982199.57,11964926.47,54153180.98,0.0,18757267.68,53895470.95
Total,2033-03-25,16.7465,13938255.86,11812019.15,54083753.22,0.0,18801542.87,53895470.95
Total,2033-06-27,17.0041,12711531.26,11144968.23,48789444.55,0.0,17250282.44,53896841.2
Total,2033-09-26,17.2534,12620616.31,10962034.22,49610719.26,0.0,17226973.02,53897958.23
Total,2033-12-28,17.5082,11946083.74,10440245.83,46746048.03,0.0,16403614.83,53903500.23
Total,2034-03-27,17.752,11922143.03,10331664.68,46956187.43,0.0,16464274.74,53903500.23
Total,2034-06-26,18.0013,10638220.68,9561060.49,42236847.14,0.0,14777031.46,53903918.09
Total,2034-09-25,18.2506,10700815.64,9498045.54,42288518.66,0.0,14950825.91,53903964.62
Total,2034-12-27,18.5054,10083525.65,9018433.26,39630132.09,0.0,14172497.6,53911724.68
Total,2035-03-27,18.752,10039201.97,8888722.75,40135140.14,0.0,14191720.23,53911724.68
Total,2035-06-25,18.9986,8794280.62,8155652.52,35963926.17,0.0,12503699.19,53913065.68
Total,2035-09-25,19.2506,8796083.07,8105681.33,36093654.74,0.0,12580134.81,53913065.68
Total,2035-12-27,19.5054,8181389.32,7553522.32,33177925.29,0.0,11770879.75,53913065.68
Total,2036-03-25,19.7486,8148697.12,7419003.36,32888606.12,0.0,11790820.43,53913065.68
Total,2036-06-25,20,7075531.19,6757152.5,28751928.75,0.0,10298471.91,53916278.28
