#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2032-10-04,16.2514,14989836.68,12726609.01,57742455.47,0.0,19567489.15,55728611.08
Total,2033-01-04,16.5028,14360567.28,12201805.9,55392046.49,0.0,18847031.71,55734712.98
Total,2033-04-04,16.7493,14319827.8,12057079.82,55120461.37,0.0,18892605.49,55734712.98
Total,2033-07-05,17.0014,13017652.09,11341359.61,50087421.72,0.0,17267129.75,55735443.2
Total,2033-10-04,17.2507,12936110.94,11170124.21,50980997.86,0.0,17250388.25,55736513.82
Total,2034-01-04,17.5028,12250940.33,10648084.06,48052193.15,0.0,16424722.72,55742230.32
Total,2034-04-04,17.7493,12233379.96,10551066.26,48127601.25,0.0,16487607.89,55742230.32
Total,2034-07-05,18.0014,10903435.19,9753912.13,43487263.31,0.0,14774336.75,55742711.11
Total,2034-10-04,18.2507,10967288.54,9694408.78,43301287.0,0.0,14940040.18,55743165.93
Total,2035-01-04,18.5028,10344455.88,9221016.36,40989310.31,0.0,14167503.58,55750894.84
Total,2035-04-04,18.7493,10307879.49,9100044.57,41016688.7,0.0,14191803.14,55750894.84
Total,2035-07-05,19.0014,9014104.99,8341615.94,36965410.37,0.0,12477400.71,55752428.67
Total,2035-10-04,19.2507,9018530.05,8295933.48,36820988.63,0.0,12550041.81,55752428.67
Total,2036-01-04,19.5027,8416909.51,7763790.58,33883027.75,0.0,11775940.32,55752428.67
Total,2036-04-04,19.7514,8385620.83,7635655.09,33912285.65,0.0,11794677.72,55752428.67
Total,2036-07-07,20.0082,7254951.31,6943713.06,29388178.27,0.0,10260515.44,55755815.24
