#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2022-01-04,5.51095,38319563.99,30308769.37,115368288.95,0.0,40602886.86,53614441.18
Total,2022-04-01,5.74931,38473082.64,30342658.7,115968545.8,0.0,40913821.22,53650489.43
Total,2022-07-01,5.99862,36784189.6,29223852.5,114189091.36,0.0,39266651.16,53916704.52
Total,2022-10-03,6.25616,36950347.76,29276940.48,114578953.5,0.0,39613405.06,53986941.93
Total,2023-01-03,6.50821,36256597.81,28746888.98,113380175.49,0.0,39033756.75,54088091.7
Total,2023-04-03,6.75479,36546858.36,28908911.07,115149393.65,0.0,39508781.54,54148092.7
Total,2023-07-03,7.0041,34725707.59,27787252.86,111450736.8,0.0,37696822.4,54368713.89
Total,2023-10-02,7.25342,34889403.01,27869711.27,112771328.85,0.0,38042301.61,54415670.18
Total,2024-01-03,7.5082,34210194.87,27316808.36,110512529.38,0.0,37470930.59,54464571.22
Total,2024-04-02,7.7541,34327854.42,27383293.58,110308448.82,0.0,37764882.42,54509829.97
Total,2024-07-01,8,32540653.02,26277365.23,106515367.45,0.0,35955888.82,54618043.9
Total,2024-10-01,8.25137,32732640.84,26356807.85,106862225.83,0.0,36338910.17,54664902.4
Total,2025-01-03,8.50821,31927577.24,25718095.67,106341505.62,0.0,35617020.03,54688843.11
Total,2025-04-01,8.74931,32084051.77,25756345.31,106108845.55,0.0,35953974.8,54702080.88
Total,2025-07-01,8.99862,30558142.66,24771411.69,104903146.72,0.0,34404685.55,54803214.77
Total,2025-10-01,9.25068,30672589.96,24788988.46,105475725.67,0.0,34704015.73,54830583.44
Total,2026-01-05,9.51369,29920598.37,24141958.15,102940497.49,0.0,34028065.8,54859896.31
Total,2026-04-01,9.74931,30008989.23,24136473.26,103159871.13,0.0,34286457.21,54889503.19
Total,2026-07-01,9.99862,28376494.46,23114531.95,98924158.91,0.0,32580025.43,54957145.81
Total,2026-10-01,10.2507,28357877.59,22963297.11,98215054.81,0.0,32729064.72,54969918.41
Total,2027-01-04,10.511,27615951.92,22345942.51,95107501.59,0.0,32045648.4,54975686.71
Total,2027-04-01,10.7493,27637150.5,22255335.52,95526979.12,0.0,32229483.05,54988179.41
Total,2027-07-01,10.9986,25901012.5,21268857.99,91337062.58,0.0,30361725.04,55006275.58
Total,2027-10-01,11.2507,26107082.23,21287941.37,92612581.96,0.0,30764003.83,55032206.08
Total,2028-01-04,11.5109,25312991.73,20653512.55,88967293.78,0.0,29990021.22,55040788.65
Total,2028-04-03,11.7568,25368451.05,20533165.94,88979458.21,0.0,30210116.79,55051305.45
Total,2028-07-03,12.0055,23627771.65,19677152.62,85158849.57,0.0,28283385.43,55055704.38
Total,2028-10-02,12.2541,23677443.85,19603633.58,86696486.65,0.0,28495187.79,55067723.08
Total,2029-01-03,12.5082,23126062.02,19063253.86,85192428.42,0.0,27984705.58,55092536.34
Total,2029-04-03,12.7548,23032644.79,18856749.68,84885868.06,0.0,28020010.06,55100297.35
Total,2029-07-02,13.0014,21406806.73,18068317.85,78951692.93,0.0,26180721.24,55115037.75
Total,2029-10-01,13.2507,21415566.39,17930414.26,78685698.29,0.0,26332388.48,55122986.61
Total,2030-01-03,13.5082,20688419.28,17325360.23,76856441.63,0.0,25579721.02,55137625.58
Total,2030-04-01,13.7493,20643403.2,17158765.84,77443660.34,0.0,25656889.36,55141046.58
Total,2030-07-01,13.9986,19167056.38,16265794.84,72283895.08,0.0,23950202.57,55147170.95
Total,2030-10-01,14.2507,19140377.62,16120520.81,71803625.6,0.0,24046990.39,55153494.06
Total,2031-01-03,14.5082,18348930.11,15409458.35,68830679.82,0.0,23180827.07,55161585.83
Total,2031-04-01,14.7493,18443293.0,15383876.01,68990983.52,0.0,23421285.3,55161952.62
Total,2031-07-01,14.9986,17033776.36,14513853.37,64205547.61,0.0,21747747.03,55167801.33
Total,2031-10-01,15.2507,16971561.87,14359202.52,63293600.37,0.0,21786973.14,55176260.49
Total,2032-01-05,15.5137,16349586.73,13820582.28,61319833.43,0.0,21108517.62,55182483.99
Total,2032-04-01,15.7514,16216190.4,13587168.15,61001766.36,0.0,21044735.72,55182483.99
Total,2032-07-01,16,14834061.17,12752816.54,56293314.28,0.0,19355373.06,55191964.52
Total,2032-10-01,16.2514,14882764.16,12665008.01,57369852.8,0.0,19525306.09,55191964.52
Total,2033-01-04,16.511,14258594.01,12143786.09,55078502.11,0.0,18812270.0,55197942.82
Total,2033-04-01,16.7493,14214654.63,11995272.35,54698491.54,0.0,18851440.54,55197942.82
Total,2033-07-01,16.9986,12924397.44,11286352.04,49933016.77,0.0,17233187.62,55198657.26
Total,2033-10-03,17.2562,12842662.7,11114668.62,50649818.53,0.0,17220056.25,55199771.02
Total,2034-01-03,17.5082,12161706.03,10594190.81,47659530.45,0.0,16396326.77,55205347.22
Total,2034-04-03,17.7548,12142806.78,10495068.0,47968693.23,0.0,16458579.4,55205347.22
Total,2034-07-03,18.0041,10825542.22,9706379.53,43150470.92,0.0,14752639.12,55205815.72
Total,2034-10-02,18.2534,10891507.14,9648481.72,43054620.85,0.0,14922965.71,55206214.89
Total,2035-01-03,18.5082,10272631.41,9176388.91,40674668.15,0.0,14152967.04,55213967.69
Total,2035-04-02,18.752,10235720.34,9054979.27,40758698.93,0.0,14176834.2,55213967.69
Total,2035-07-02,19.0014,8955333.22,8304905.16,36699979.94,0.0,12470670.62,55215427.38
Total,2035-10-01,19.2507,8961384.19,8260484.3,36714240.54,0.0,12546714.03,55215427.38
Total,2036-01-03,19.5082,8361106.7,7727259.18,33739987.77,0.0,11771800.58,55215427.38
Total,2036-04-01,19.7514,8328317.21,7597389.11,33717071.08,0.0,11787772.13,55215427.38
Total,2036-07-01,20,7208746.46,6912325.95,29290783.57,0.0,10258436.75,55218714.29
