#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2023-03-23,6.74651,35136472.81,28555967.21,108842695.32,0.0,38551406.54,52185720.26
Total,2023-06-23,6.99856,33445119.89,27529846.17,105408749.52,0.0,36873117.59,52399208.45
Total,2023-09-25,7.2561,33582575.27,27580210.79,106413968.96,0.0,37219658.98,52449032.58
Total,2023-12-27,7.51089,32881614.11,26952353.94,104345182.81,0.0,36633195.46,52497155.47
Total,2024-03-25,7.7541,32982698.1,26992828.01,104298930.79,0.0,36929497.03,52552362.71
Total,2024-06-24,8.00273,31298318.61,25956669.82,100460241.36,0.0,35222712.91,52663611.39
Total,2024-09-23,8.25137,31472643.37,26005901.53,100647798.48,0.0,35608506.22,52712121.35
Total,2024-12-23,8.5,30644871.07,25297118.41,99588316.2,0.0,34857850.76,52731183.58
Total,2025-03-24,8.74925,30790246.1,25313595.19,99780513.4,0.0,35211002.4,52764197.04
Total,2025-06-23,8.99856,29335526.03,24372881.23,98544189.5,0.0,33727277.17,52867907.84
Total,2025-09-23,9.25062,29443782.15,24372875.16,99294109.37,0.0,34040664.36,52900193.27
Total,2025-12-23,9.49993,28650107.04,23644639.99,96438697.11,0.0,33306133.02,52933936.77
Total,2026-03-23,9.74651,28729518.84,23620397.79,97019218.01,0.0,33581038.71,52961947.24
Total,2026-06-23,9.99856,27176708.94,22661754.67,92760327.6,0.0,31943510.4,53023660.42
Total,2026-09-23,10.2506,27148277.66,22481209.55,92043619.82,0.0,32099060.72,53038737.22
Total,2026-12-23,10.4999,26381540.13,21797678.59,89182645.38,0.0,31375927.5,53052980.04
Total,2027-03-23,10.7465,26406897.95,21690377.3,89071881.34,0.0,31588727.07,53073179.31
Total,2027-06-23,10.9986,24769699.72,20786164.33,85115448.75,0.0,29806419.71,53091622.83
Total,2027-09-23,11.2506,24950795.79,20758787.22,86094424.73,0.0,30202831.49,53115083.43
Total,2027-12-23,11.4999,24154613.63,20074882.85,82777940.76,0.0,29410997.03,53122504.12
Total,2028-03-23,11.7486,24211732.13,19936858.67,83025661.6,0.0,29653905.67,53138095.61
Total,2028-06-23,12,22565849.09,19144643.95,79175367.45,0.0,27802386.02,53141688.12
Total,2028-09-25,12.2568,22623160.92,19057225.23,81008611.65,0.0,28045959.94,53154399.46
Total,2028-12-27,12.5109,22068451.57,18472175.03,79521209.38,0.0,27526403.97,53177885.13
Total,2029-03-23,12.7465,21965753.15,18233644.84,79062826.47,0.0,27553975.82,53186428.1
Total,2029-06-25,13.004,20430005.72,17506973.22,73442895.23,0.0,25786709.81,53197363.21
Total,2029-09-24,13.2534,20426095.31,17340135.62,73140889.37,0.0,25936786.12,53202864.83
Total,2029-12-24,13.5027,19711401.87,16704858.23,71283077.68,0.0,25179775.51,53217890.29
Total,2030-03-25,13.752,19667693.34,16526310.34,71721722.9,0.0,25275006.91,53221360.43
Total,2030-06-24,14.0013,18278460.16,15686143.33,66893497.91,0.0,23630935.58,53229113.89
Total,2030-09-23,14.2506,18248795.71,15526622.55,66543798.56,0.0,23734435.52,53235356.87
Total,2030-12-23,14.4999,17488764.04,14817265.22,63855710.12,0.0,22882696.76,53242424.41
Total,2031-03-24,14.7492,17577648.73,14776164.78,64224019.02,0.0,23137301.23,53243083.38
Total,2031-06-23,14.9986,16253248.49,13962728.99,59474924.26,0.0,21522631.29,53249272.26
Total,2031-09-23,15.2506,16186321.72,13790630.92,58855967.9,0.0,21567059.19,53256048.51
Total,2031-12-23,15.4999,15575208.88,13239229.6,56830827.15,0.0,20880333.15,53261637.31
Total,2032-03-23,15.7486,15445190.82,13000609.12,56922347.36,0.0,20833271.98,53261873.46
Total,2032-06-23,16,14160668.33,12237819.01,52463507.74,0.0,19219311.98,53270299.62
Total,2032-09-23,16.2514,14196872.13,12130530.21,53245286.49,0.0,19388173.52,53270299.62
Total,2032-12-23,16.5,13585641.08,11604936.98,51604414.27,0.0,18667452.2,53275812.02
Total,2033-03-23,16.7465,13546537.98,11452648.57,51374290.75,0.0,18726854.31,53275812.02
Total,2033-06-23,16.9986,12358356.55,10813153.36,46456275.92,0.0,17190450.16,53276932.28
Total,2033-09-23,17.2506,12270739.01,10628295.23,47170545.68,0.0,17174619.59,53277898.19
Total,2033-12-23,17.4999,11607271.64,10107137.83,44384584.32,0.0,16345845.04,53283116.79
Total,2034-03-23,17.7465,11579894.64,9990530.22,44769490.62,0.0,16406404.57,53283116.79
Total,2034-06-23,17.9986,10338111.1,9251572.64,40169332.66,0.0,14738048.26,53283507.56
Total,2034-09-25,18.2561,10396632.48,9183735.49,40058373.52,0.0,14915571.66,53283728.31
Total,2034-12-27,18.5109,9798787.51,8708828.88,37840778.79,0.0,14146167.08,53291367.12
Total,2035-03-27,18.7575,9758636.31,8581310.07,38106037.96,0.0,14173823.36,53291367.12
Total,2035-06-25,19.004,8560965.55,7881877.71,34046583.02,0.0,12509852.44,53292518.6
Total,2035-09-24,19.2534,8557600.63,7821082.6,34234906.28,0.0,12581783.1,53292518.6
Total,2035-12-24,19.5027,7965498.29,7279743.26,31543797.91,0.0,11783219.36,53292709.2
Total,2036-03-24,19.7514,7938986.46,7150011.79,31465006.95,0.0,11816167.27,53293281.22
Total,2036-06-23,20,6900963.86,6508429.13,27485742.04,0.0,10334325.27,53296316.47
