#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2027-03-31,11.4986,23682245.09,20297080.88,78408614.89,0.0,30339440.54,50495023.23
Total,2027-06-30,11.7479,22268527.24,19540063.25,74248899.04,0.0,28736898.62,50527129.23
Total,2027-09-30,12,22237610.52,19325398.99,74850396.26,0.0,28909122.13,50542746.73
Total,2027-12-30,12.2493,21500792.79,18658114.53,73867499.96,0.0,28157419.86,50547803.97
Total,2028-03-31,12.5007,21663860.62,18568661.73,74718317.45,0.0,28582633.88,50587782.72
Total,2028-06-30,12.7493,20150699.24,17817903.19,69480041.14,0.0,26782392.84,50590319.09
Total,2028-09-29,12.998,20104844.6,17576208.1,68644039.39,0.0,26918626.69,50595854.49
Total,2028-12-29,13.2466,19364497.01,16809875.55,66462781.37,0.0,26118681.23,50601476.82
Total,2029-03-29,13.4932,19405118.53,16653979.8,66608741.7,0.0,26364472.24,50608624.48
Total,2029-06-29,13.7452,18032916.55,16013440.59,62467692.58,0.0,24682928.82,50622059.5
Total,2029-09-28,13.9945,17993366.12,15813979.27,62718411.43,0.0,24810543.03,50627946.79
Total,2029-12-31,14.2521,17283371.06,15143250.72,59776337.82,0.0,24013217.42,50639866.09
Total,2030-03-29,14.4932,17220430.39,14921745.93,60004622.6,0.0,24096475.4,50644012.01
Total,2030-06-28,14.7425,16143066.61,14302686.34,56767317.04,0.0,22755600.83,50655408.09
Total,2030-09-30,15,16097902.15,14112584.01,55967225.9,0.0,22864929.89,50662559.03
Total,2030-12-31,15.2521,15417356.12,13456912.43,53450069.31,0.0,22060875.43,50668737.43
Total,2031-03-31,15.4986,15418235.74,13321545.96,53595746.0,0.0,22222334.56,50675225.13
Total,2031-06-30,15.7479,14193297.24,12550013.16,50067930.14,0.0,20607026.18,50680209.83
Total,2031-09-30,16,14162595.88,12394309.7,49947619.79,0.0,20715087.83,50687944.29
Total,2031-12-31,16.2521,13632077.05,11862429.82,48823939.09,0.0,20087144.82,50692650.99
Total,2032-03-31,16.5007,13619231.92,11731054.22,48914200.17,0.0,20215556.98,50693554.19
Total,2032-06-30,16.7493,12527262.51,11075962.7,45186706.4,0.0,18731227.16,50700434.39
Total,2032-09-30,17.0007,12527839.48,10958833.45,45159156.23,0.0,18871148.61,50704357.24
Total,2032-12-30,17.2493,11929648.92,10400515.21,43763588.55,0.0,18102009.61,50708170.94
Total,2033-03-31,17.4986,11891208.19,10250934.7,43399337.06,0.0,18176159.25,50712628.44
Total,2033-06-30,17.7479,10840608.56,9667932.89,40590344.07,0.0,16691942.23,50712628.44
Total,2033-09-30,18,10744842.55,9474358.84,40221679.48,0.0,16667300.99,50712665.05
Total,2033-12-30,18.2493,10248864.36,9050468.59,38256584.24,0.0,16014672.54,50719819.23
Total,2034-03-31,18.4986,10237362.82,8945102.38,38498585.94,0.0,16114160.08,50726323.11
Total,2034-06-30,18.7479,9230224.57,8346132.58,34990523.42,0.0,14635543.41,50727550.3
Total,2034-09-29,18.9973,9156018.53,8203358.69,35103369.88,0.0,14624472.01,50727991.91
Total,2034-12-29,19.2466,8652796.0,7805287.03,33606228.79,0.0,13922177.98,50738269.52
Total,2035-03-30,19.4959,8516353.14,7585712.57,32332064.97,0.0,13803245.12,50740767.09
Total,2035-06-29,19.7452,7533170.93,6968568.65,29262616.1,0.0,12299362.35,50741648.34
Total,2035-09-28,19.9945,7502918.36,6840785.11,29079947.24,0.0,12339913.47,50741689.65
